Number,Name,Country,Region,Type,Activity Evidence,Last Known Eruption,Latitude,Longitude,Elevation (Meters),Tectonic Setting
321050,St. Helens,United States,Canada and Western USA,Stratovolcano,Eruption Observed,2008 CE,46.2,-122.18,2549,Subduction Zone / Continental Crust (>25 km)
321060,West Crater,United States,Canada and Western USA,Volcanic field,Eruption Dated,5750 BCE,45.88,-122.08,1329,Subduction Zone / Continental Crust (>25 km)
321070,Indian Heaven,United States,Canada and Western USA,Shield ,Eruption Dated,6250 BCE,45.93,-121.82,1806,Subduction Zone / Continental Crust (>25 km)
322010,Hood,United States,Canada and Western USA,Stratovolcano,Eruption Observed,1866 CE,45.374,-121.695,3426,Subduction Zone / Continental Crust (>25 km)
322020,Jefferson,United States,Canada and Western USA,Stratovolcano,Eruption Dated,950 CE,44.674,-121.8,3199,Subduction Zone / Continental Crust (>25 km)
322030,Blue Lake Crater,United States,Canada and Western USA,Maar,Eruption Dated,680 CE,44.411,-121.774,1230,Subduction Zone / Continental Crust (>25 km)
322040,Sand Mountain Field,United States,Canada and Western USA,Pyroclastic cone ,Eruption Dated,70 CE,44.38,-121.93,1664,Subduction Zone / Continental Crust (>25 km)
322060,Belknap,United States,Canada and Western USA,Shield ,Eruption Dated,480 CE,44.285,-121.841,2095,Subduction Zone / Continental Crust (>25 km)
322070,Three Sisters,United States,Canada and Western USA,Complex,Eruption Dated,440 CE,44.133,-121.767,3159,Subduction Zone / Continental Crust (>25 km)
322090,Bachelor,United States,Canada and Western USA,Stratovolcano,Eruption Dated,5800 BCE,43.979,-121.688,2763,Subduction Zone / Continental Crust (>25 km)
322100,Davis Lake,United States,Canada and Western USA,Volcanic field,Eruption Dated,2790 BCE,43.57,-121.82,2163,Subduction Zone / Continental Crust (>25 km)
322110,Newberry,United States,Canada and Western USA,Shield,Eruption Dated,690 CE,43.722,-121.229,2434,Subduction Zone / Continental Crust (>25 km)
322120,Devils Garden,United States,Canada and Western USA,Volcanic field,Evidence Uncertain,Unknown,43.512,-120.861,1698,Rift Zone / Continental Crust (>25 km)
322150,Cinnamon Butte,United States,Canada and Western USA,Pyroclastic cone ,Evidence Uncertain,Unknown,43.241,-122.108,1956,Subduction Zone / Continental Crust (>25 km)
322160,Crater Lake,United States,Canada and Western USA,Caldera,Eruption Dated,2850 BCE,42.93,-122.12,2487,Subduction Zone / Continental Crust (>25 km)
322170,Diamond Craters,United States,Canada and Western USA,Volcanic field,Eruption Dated,5610 BCE,43.1,-118.75,1435,Rift Zone / Continental Crust (>25 km)
322190,Jordan Craters,United States,Canada and Western USA,Volcanic field,Eruption Dated,1250 BCE,43.147,-117.46,1473,Rift Zone / Continental Crust (>25 km)
323010,Shasta,United States,Canada and Western USA,Stratovolcano,Eruption Observed,1786 CE,41.409,-122.193,4317,Subduction Zone / Continental Crust (>25 km)
323020,Medicine Lake,United States,Canada and Western USA,Shield,Eruption Dated,1060 CE,41.611,-121.554,2412,Subduction Zone / Continental Crust (>25 km)
323080,Lassen Volcanic Center,United States,Canada and Western USA,Stratovolcano,Eruption Observed,1917 CE,40.492,-121.508,3187,Subduction Zone / Continental Crust (>25 km)
323100,Clear Lake,United States,Canada and Western USA,Volcanic field,Evidence Credible,Unknown,38.97,-122.77,1439,Subduction Zone / Continental Crust (>25 km)
323110,Mono Lake Volcanic Field,United States,Canada and Western USA,Pyroclastic cone ,Eruption Dated,1790 CE,38,-119.03,2121,Rift Zone / Continental Crust (>25 km)
323120,Mono Craters,United States,Canada and Western USA,Lava dome ,Eruption Dated,1350 CE,37.88,-119,2796,Rift Zone / Continental Crust (>25 km)
323130,Inyo Craters,United States,Canada and Western USA,Lava dome ,Eruption Dated,1380 CE,37.692,-119.02,2629,Rift Zone / Continental Crust (>25 km)
323150,Mammoth Mountain,United States,Canada and Western USA,Lava dome ,Eruption Dated,1260 CE,37.631,-119.032,3369,Rift Zone / Continental Crust (>25 km)
323160,Ubehebe Craters,United States,Canada and Western USA,Maar ,Eruption Dated,4050 BCE,37.02,-117.45,752,Rift Zone / Continental Crust (>25 km)
323170,Golden Trout Creek,United States,Canada and Western USA,Volcanic field,Eruption Dated,5550 BCE,36.358,-118.32,2886,Rift Zone / Continental Crust (>25 km)
323180,Coso Volcanic Field,United States,Canada and Western USA,Lava dome ,Unrest / Pleistocene,Unknown,36.03,-117.82,2400,Rift Zone / Continental Crust (>25 km)
323190,Lavic Lake,United States,Canada and Western USA,Volcanic field,Evidence Uncertain,Unknown,34.75,-116.625,1495,Rift Zone / Continental Crust (>25 km)
323200,Salton Buttes,United States,Canada and Western USA,Lava dome ,Eruption Dated,210 CE,33.197,-115.616,-40,Rift Zone / Continental Crust (>25 km)
323822,Long Valley,United States,Canada and Western USA,Caldera,Unrest / Pleistocene,Unknown,37.7,-118.87,3390,Rift Zone / Continental Crust (>25 km)
324010,Black Butte Crater Lava Field,United States,Canada and Western USA,Shield,Eruption Dated,8400 BCE,43.183,-114.352,1478,Rift Zone / Continental Crust (>25 km)
324020,Craters of the Moon,United States,Canada and Western USA,Pyroclastic cone ,Eruption Dated,130 BCE,43.42,-113.5,2005,Rift Zone / Continental Crust (>25 km)
324030,Wapi Lava Field,United States,Canada and Western USA,Shield,Eruption Dated,300 BCE,42.88,-113.22,1604,Rift Zone / Continental Crust (>25 km)
324040,Hell's Half Acre,United States,Canada and Western USA,Shield,Eruption Dated,3250 BCE,43.5,-112.45,1631,Rift Zone / Continental Crust (>25 km)
325010,Yellowstone,United States,Canada and Western USA,Caldera ,Eruption Dated,1350 BCE,44.43,-110.67,2805,Rift Zone / Continental Crust (>25 km)
326010,Soda Lakes,United States,Canada and Western USA,Maar ,Evidence Credible,Unknown,39.53,-118.87,1251,Rift Zone / Continental Crust (>25 km)
326801,Steamboat Springs,United States,Canada and Western USA,Lava dome ,Unrest / Pleistocene,Unknown,39.375,-119.72,1415,Rift Zone / Continental Crust (>25 km)
327040,Markagunt Plateau,United States,Canada and Western USA,Volcanic field,Evidence Credible,1050 CE,37.58,-112.67,2840,Rift Zone / Continental Crust (>25 km)
327050,Black Rock Desert,United States,Canada and Western USA,Volcanic field,Eruption Dated,1290 CE,38.97,-112.5,1800,Rift Zone / Continental Crust (>25 km)
327110,Carrizozo,United States,Canada and Western USA,Pyroclastic cone ,Eruption Dated,3250 BCE,33.78,-105.93,1731,Rift Zone / Continental Crust (>25 km)
327120,Zuni-Bandera,United States,Canada and Western USA,Volcanic field,Eruption Dated,1170 BCE,34.8,-108,2550,Rift Zone / Continental Crust (>25 km)
327817,Valles Caldera,United States,Canada and Western USA,Caldera,Unrest / Pleistocene,Unknown,35.87,-106.57,3430,Rift Zone / Continental Crust (>25 km)
328010,Dotsero,United States,Canada and Western USA,Maar,Eruption Dated,2200 BCE,39.661,-107.035,2230,Rift Zone / Continental Crust (>25 km)
329010,Uinkaret Field,United States,Canada and Western USA,Volcanic field,Eruption Dated,1100 CE,36.38,-113.13,1555,Rift Zone / Continental Crust (>25 km)
329020,San Francisco Volcanic Field,United States,Canada and Western USA,Pyroclastic cone,Eruption Dated,1075 CE,35.347,-111.678,3850,Rift Zone / Continental Crust (>25 km)
331005,West Valley Segment,Canada,Hawaii and Pacific Ocean,Submarine,Unrest / Holocene,Unknown,48.78,-128.64,-2550,Rift Zone / Intermediate Crust (15-25 km)
331010,Endeavour Segment,Canada,Hawaii and Pacific Ocean,Submarine,Eruption Dated,3490 BCE,47.95,-129.1,-2050,Rift Zone / Oceanic Crust (< 15 km)
331011,Cobb Segment,Canada,Hawaii and Pacific Ocean,Submarine,Eruption Dated,1180 BCE,46.88,-129.33,-2100,Rift Zone / Oceanic Crust (< 15 km)
331020,CoAxial Segment,Undersea Features,Hawaii and Pacific Ocean,Submarine,Eruption Observed,1993 CE,46.52,-129.58,-2400,Rift Zone / Oceanic Crust (< 15 km)
331021,Axial Seamount,Undersea Features,Hawaii and Pacific Ocean,Submarine,Eruption Observed,2015 CE,45.95,-130,-1410,Rift Zone / Oceanic Crust (< 15 km)
331030,Cleft Segment,Undersea Features,Hawaii and Pacific Ocean,Submarine,Eruption Observed,1986 CE,44.83,-130.3,-2140,Rift Zone / Oceanic Crust (< 15 km)
331031,North Gorda Ridge Segment,Undersea Features,Hawaii and Pacific Ocean,Submarine,Eruption Observed,1996 CE,42.67,-126.78,-3000,Rift Zone / Oceanic Crust (< 15 km)
331032,Jackson Segment,Undersea Features,Hawaii and Pacific Ocean,Submarine,Unrest / Holocene,Unknown,42.15,-127.05,-3100,Rift Zone / Oceanic Crust (< 15 km)
331040,Escanaba Segment,Undersea Features,Hawaii and Pacific Ocean,Submarine,Eruption Dated,2260 BCE,40.98,-127.5,-1700,Rift Zone / Oceanic Crust (< 15 km)
331060,East Blanco Depression,Undersea Features,Hawaii and Pacific Ocean,Submarine,Unrest / Holocene,Unknown,44.267,-129.879,-3000,Rift Zone / Intermediate Crust (15-25 km)
332000,Loihi,United States,Hawaii and Pacific Ocean,Submarine,Eruption Observed,1996 CE,18.92,-155.27,-975,Intraplate / Oceanic Crust (< 15 km)
332010,Kilauea,United States,Hawaii and Pacific Ocean,Shield,Eruption Observed,2016 CE,19.421,-155.287,1222,Intraplate / Oceanic Crust (< 15 km)
332020,Mauna Loa,United States,Hawaii and Pacific Ocean,Shield,Eruption Observed,1984 CE,19.475,-155.608,4170,Intraplate / Oceanic Crust (< 15 km)
332030,Mauna Kea,United States,Hawaii and Pacific Ocean,Shield,Eruption Dated,2460 BCE,19.82,-155.47,4205,Intraplate / Oceanic Crust (< 15 km)
332040,Hualalai,United States,Hawaii and Pacific Ocean,Shield,Eruption Observed,1801 CE,19.692,-155.87,2523,Intraplate / Oceanic Crust (< 15 km)
332060,Haleakala,United States,Hawaii and Pacific Ocean,Shield,Eruption Dated,1750 CE,20.708,-156.25,3055,Intraplate / Oceanic Crust (< 15 km)
333010,Teahitia,France,Hawaii and Pacific Ocean,Submarine,Eruption Dated,1985 CE,-17.564,-148.821,-1743,Intraplate / Oceanic Crust (< 15 km)
333020,Rocard,France,Hawaii and Pacific Ocean,Submarine,Eruption Dated,1972 CE,-17.662,-148.586,-2515,Intraplate / Oceanic Crust (< 15 km)
333030,Moua Pihaa,France,Hawaii and Pacific Ocean,Submarine,Eruption Dated,1970 CE,-18.325,-148.525,-312,Intraplate / Oceanic Crust (< 15 km)
333040,Mehetia,France,Hawaii and Pacific Ocean,Stratovolcano,Evidence Credible,Unknown,-17.874,-148.068,389,Intraplate / Oceanic Crust (< 15 km)
333050,Adams Seamount,Undersea Features,Hawaii and Pacific Ocean,Submarine,Eruption Dated,50 BCE,-25.37,-129.27,-39,Intraplate / Oceanic Crust (< 15 km)
333060,Macdonald,Undersea Features,Hawaii and Pacific Ocean,Submarine,Eruption Observed,1989 CE,-28.98,-140.25,-39,Intraplate / Oceanic Crust (< 15 km)
334020,Northern EPR-Segment RO2,Undersea Features,Hawaii and Pacific Ocean,Submarine,Eruption Dated,50 BCE,16.55,-105.32,-2700,Rift Zone / Oceanic Crust (< 15 km)
334021,Northern EPR-Segment RO3,Undersea Features,Hawaii and Pacific Ocean,Submarine,Eruption Dated,50 BCE,15.83,-105.43,-2300,Rift Zone / Oceanic Crust (< 15 km)
334040,Unnamed,Undersea Features,Hawaii and Pacific Ocean,Submarine,Eruption Observed,2003 CE,10.73,-103.58,0,Intraplate / Oceanic Crust (< 15 km)
334050,Unnamed,Undersea Features,Hawaii and Pacific Ocean,Submarine,Eruption Observed,2006 CE,9.83,-104.3,-2500,Rift Zone / Oceanic Crust (< 15 km)
334070,Galapagos Rift,Undersea Features,Hawaii and Pacific Ocean,Submarine,Eruption Observed,1996 CE,0.792,-86.15,-2430,Rift Zone / Oceanic Crust (< 15 km)
334100,Unnamed,Undersea Features,Hawaii and Pacific Ocean,Submarine,Eruption Observed,1969 CE,-8.27,-107.95,-2800,Rift Zone / Oceanic Crust (< 15 km)
334120,Southern EPR-Segment K,Undersea Features,Hawaii and Pacific Ocean,Submarine,Eruption Observed,1990 CE,-17.436,-113.206,-2566,Rift Zone / Oceanic Crust (< 15 km)
334130,Southern EPR-Segment J,Undersea Features,Hawaii and Pacific Ocean,Submarine,Eruption Dated,1890 CE,-18.175,-113.35,-2650,Rift Zone / Oceanic Crust (< 15 km)
334140,Southern EPR-Segment I,Undersea Features,Hawaii and Pacific Ocean,Submarine,Eruption Dated,1915 CE,-18.53,-113.42,-2600,Rift Zone / Oceanic Crust (< 15 km)
335020,Hollister Ridge,Undersea Features,Hawaii and Pacific Ocean,Submarine,Evidence Uncertain,Unknown,-53.998,-139.845,-1000,Intraplate / Oceanic Crust (< 15 km)
335030,Udintsev Transform,Undersea Features,Hawaii and Pacific Ocean,Submarine,Evidence Uncertain,Unknown,-55.97,-143.17,0,Intraplate / Oceanic Crust (< 15 km)
341000,"Prieto, Cerro",Mexico,México and Central America,Lava dome,Evidence Uncertain,Unknown,32.418,-115.305,223,Rift Zone / Continental Crust (>25 km)
341001,Pinacate,Mexico,México and Central America,Pyroclastic cone ,Evidence Credible,Unknown,31.772,-113.498,1200,Subduction Zone / Continental Crust (>25 km)
341002,San Quintin Volcanic Field,Mexico,México and Central America,Pyroclastic cone ,Evidence Uncertain,Unknown,30.468,-115.996,260,Rift Zone / Continental Crust (>25 km)
341003,"San Luis, Isla",Mexico,México and Central America,Tuff cone,Evidence Credible,Unknown,29.97,-114.4,180,Rift Zone / Continental Crust (>25 km)
341004,Jaraguay Volcanic Field,Mexico,México and Central America,Pyroclastic cone ,Evidence Credible,Unknown,29.33,-114.5,960,Rift Zone / Continental Crust (>25 km)
341005,Coronado,Mexico,México and Central America,Stratovolcano,Unrest / Holocene,Unknown,29.08,-113.513,440,Rift Zone / Continental Crust (>25 km)
341006,Guadalupe,Mexico,México and Central America,Shield,Evidence Credible,Unknown,29.07,-118.28,1100,Rift Zone / Oceanic Crust (< 15 km)
341007,San Borja Volcanic Field,Mexico,México and Central America,Pyroclastic cone ,Evidence Credible,Unknown,28.5,-113.75,1360,Rift Zone / Continental Crust (>25 km)
341010,Tres Virgenes,Mexico,México and Central America,Stratovolcano  ,Evidence Uncertain,Unknown,27.47,-112.591,1934,Rift Zone / Continental Crust (>25 km)
341011,"Tortuga, Isla",Mexico,México and Central America,Shield,Evidence Credible,Unknown,27.43,-111.88,210,Rift Zone / Continental Crust (>25 km)
341012,Comondu-La Purisima,Mexico,México and Central America,Volcanic field,Evidence Uncertain,Unknown,26,-111.92,780,Rift Zone / Continental Crust (>25 km)
341020,Barcena,Mexico,México and Central America,Pyroclastic cone ,Eruption Observed,1953 CE,19.3,-110.82,332,Rift Zone / Oceanic Crust (< 15 km)
