Global Volcanism Program - Volcanoes of the World 4.6.7,,,,,,,,,,
Volcano Number,Volcano Name,Eruption Number,Eruption Category,VEI,Start Year,Start Month,Evidence Method (dating),End Year,Latitude,Longitude
352050,Cotopaxi,11511,Confirmed Eruption,5,-5820,0,Radiocarbon (uncorrected),,-0.677,-78.436
211042,Lipari,13395,Confirmed Eruption,unknown,-5820,0,Radiocarbon (corrected),,38.49,14.933
313030,Redoubt,20303,Confirmed Eruption,unknown,-5820,0,Varve Count,,60.485,-152.742
285041,Rishirizan,18603,Confirmed Eruption,unknown,-5830,0,Radiocarbon (uncorrected),,45.179,141.242
341080,Chichinautzin,10491,Confirmed Eruption,unknown,-5840,0,Radiocarbon (uncorrected),,19.08,-99.13
355012,Parinacota,11810,Confirmed Eruption,unknown,-5840,0,Radiocarbon (uncorrected),,-18.166,-69.142
372030,Katla,12571,Confirmed Eruption,unknown,-5850,0,Tephrochronology,,63.633,-19.083
371080,Langjokull,12544,Confirmed Eruption,2,-5850,0,Tephrochronology,,64.85,-19.7
372070,Hekla,12690,Confirmed Eruption,unknown,-5850,0,Tephrochronology,,63.983,-19.666
332020,Mauna Loa,10129,Confirmed Eruption,0,-5850,0,Radiocarbon (uncorrected),,19.475,-155.608
312130,Ugashik-Peulik,20201,Confirmed Eruption,unknown,-5850,0,Radiocarbon (uncorrected),,57.751,-156.368
300280,Ichinsky,19597,Confirmed Eruption,unknown,-5850,0,Tephrochronology,,55.678,157.718
300140,Maly Semyachik,19191,Confirmed Eruption,unknown,-5850,0,Radiocarbon (corrected),,54.135,159.674
222160,Meru,14031,Confirmed Eruption,4,-5850,0,Radiocarbon (uncorrected),,-3.25,36.75
259010,Newer Volcanics Province,15370,Confirmed Eruption,unknown,-5850,0,Radiocarbon (uncorrected),,-37.77,142.5
221113,Dabbahu,20944,Confirmed Eruption,unknown,-5850,,Ar/Ar,,12.595,40.48
357093,Tolhuaca,22166,Confirmed Eruption,3,-5857,,Uncertain,,-38.31,-71.645
332060,Haleakala,10264,Confirmed Eruption,unknown,-5860,0,Radiocarbon (uncorrected),,20.708,-156.25
341091,"Malinche, La",10500,Confirmed Eruption,unknown,-5870,0,Radiocarbon (uncorrected),,19.231,-98.032
341040,Colima,10387,Confirmed Eruption,unknown,-5880,0,Radiocarbon (corrected),,19.514,-103.62
600000,Unknown Source,13264,Confirmed Eruption,unknown,-5881,0,Ice Core,,0,0
372030,Katla,12570,Confirmed Eruption,unknown,-5890,0,Tephrochronology,,63.633,-19.083
324020,Craters of the Moon,20684,Confirmed Eruption,0,-5890,0,Radiocarbon (uncorrected),,43.42,-113.5
322160,Crater Lake,20609,Confirmed Eruption,6,-5900,0,Radiocarbon (corrected),,42.93,-122.12
300060,Mutnovsky,18944,Confirmed Eruption,2,-5900,0,Tephrochronology,,52.449,158.196
313030,Redoubt,20302,Confirmed Eruption,unknown,-5910,0,Varve Count,,60.485,-152.742
245010,Taveuni,14819,Confirmed Eruption,2,-5920,0,Radiocarbon (corrected),,-16.82,-179.97
312090,Aniakchak,22138,Confirmed Eruption,unknown,-5930,,Radiocarbon (corrected),,56.88,-158.17
313030,Redoubt,20301,Confirmed Eruption,unknown,-5940,0,Varve Count,,60.485,-152.742
341130,Tacana,10612,Confirmed Eruption,unknown,-5940,0,Radiocarbon (uncorrected),,15.132,-92.109
341060,Michoacan-Guanajuato,20949,Confirmed Eruption,unknown,-5940,,Radiocarbon (corrected),,19.85,-101.75
313030,Redoubt,20300,Confirmed Eruption,unknown,-5950,0,Varve Count,,60.485,-152.742
300070,Gorely,18977,Confirmed Eruption,3,-5950,0,Tephrochronology,,52.559,158.03
283230,Akita-Komagatake,18042,Confirmed Eruption,3,-5950,0,Radiocarbon (corrected),,39.761,140.799
284020,Niijima,18245,Confirmed Eruption,unknown,-5950,0,Tephrochronology,,34.397,139.27
282080,Aira,17038,Confirmed Eruption,unknown,-5950,0,Radiocarbon (uncorrected),,31.593,130.657
372030,Katla,12569,Confirmed Eruption,unknown,-5960,0,Tephrochronology,,63.633,-19.083
253010,Lamington,15103,Confirmed Eruption,unknown,-5980,0,Radiocarbon (uncorrected),,-8.95,148.15
300100,Avachinsky,19047,Confirmed Eruption,5,-5980,0,Radiocarbon (corrected),,53.256,158.836
302030,Udokan Plateau,19624,Confirmed Eruption,unknown,-5990,0,Radiocarbon (uncorrected),,56.28,117.77
600000,Unknown Source,13263,Confirmed Eruption,unknown,-5995,0,Ice Core,,0,0
371030,Krysuvik,19920,Confirmed Eruption,0,-6000,0,Tephrochronology,,63.883,-22.083
300270,Sheveluch,19524,Confirmed Eruption,3,-6000,0,Tephrochronology,,56.653,161.36
300060,Mutnovsky,18943,Confirmed Eruption,2,-6000,0,Tephrochronology,,52.449,158.196
300190,Krasheninnikov,19220,Confirmed Eruption,4,-6000,0,Radiocarbon (uncorrected),,54.596,160.27
283020,Hakoneyama,17380,Confirmed Eruption,3,-6000,0,Radiocarbon (corrected),,35.233,139.021
210020,Chaine des Puys,10009,Confirmed Eruption,unknown,-6020,0,Radiocarbon (uncorrected),,45.775,2.97
332060,Haleakala,10263,Confirmed Eruption,unknown,-6030,0,Radiocarbon (uncorrected),,20.708,-156.25
358050,Corcovado,12302,Confirmed Eruption,unknown,-6030,0,Radiocarbon (uncorrected),,-43.189,-72.794
370010,Snaefellsjokull,12470,Confirmed Eruption,unknown,-6050,0,Tephrochronology,,64.8,-23.783
372030,Katla,12568,Confirmed Eruption,unknown,-6050,0,Tephrochronology,,63.633,-19.083
372010,Vestmannaeyjar,12551,Confirmed Eruption,unknown,-6050,0,Tephrochronology,,63.416,-20.266
345050,Barva,11194,Confirmed Eruption,4,-6050,0,Tephrochronology,,10.135,-84.1
372050,Torfajokull,12680,Confirmed Eruption,unknown,-6050,0,Tephrochronology,,63.892,-19.122
383010,La Palma,13046,Confirmed Eruption,unknown,-6050,0,Potassium-Argon,,28.57,-17.83
323010,Shasta,20624,Confirmed Eruption,unknown,-6050,0,Radiocarbon (uncorrected),,41.409,-122.193
325010,Yellowstone,20697,Confirmed Eruption,unknown,-6050,0,Tephrochronology,,44.43,-110.67
313030,Redoubt,20299,Confirmed Eruption,unknown,-6050,0,Varve Count,,60.485,-152.742
313040,Spurr,20392,Confirmed Eruption,unknown,-6050,0,Radiocarbon (uncorrected),,61.299,-152.251
283030,Fujisan,17395,Confirmed Eruption,unknown,-6050,0,Tephrochronology,,35.361,138.728
283150,Nasudake,17868,Confirmed Eruption,2,-6050,0,Tephrochronology,,37.125,139.963
283131,Hiuchigatake,17846,Confirmed Eruption,unknown,-6050,0,Tephrochronology,,36.955,139.285
284010,Izu-Oshima,18144,Confirmed Eruption,unknown,-6050,0,Tephrochronology,,34.724,139.394
300240,Tolbachik,19266,Confirmed Eruption,unknown,-6050,0,Radiocarbon (uncorrected),,55.832,160.326
300070,Gorely,18976,Confirmed Eruption,0,-6050,0,Tephrochronology,,52.559,158.03
300040,Zheltovsky,18916,Confirmed Eruption,unknown,-6050,0,Tephrochronology,,51.577,157.328
211040,Stromboli,13406,Confirmed Eruption,0,-6050,0,Magnetism,,38.789,15.213
222052,Silali,13984,Confirmed Eruption,unknown,-6050,0,Ar/Ar,,1.15,36.23
222060,Menengai,13990,Confirmed Eruption,6,-6050,0,Radiocarbon (uncorrected),,-0.2,36.07
222090,Olkaria,13991,Confirmed Eruption,unknown,-6050,0,Tephrochronology,,-0.904,36.292
233014,Itasy Volcanic Field,14173,Confirmed Eruption,unknown,-6050,0,Radiocarbon (uncorrected),,-19.033,46.7
225050,Meidob Volcanic Field,14140,Confirmed Eruption,4,-6050,0,Thermoluminescence,,15.32,26.47
241030,Taranaki [Egmont],14424,Confirmed Eruption,unknown,-6050,0,Tephrochronology,,-39.3,174.07
241021,Mayor Island,14417,Confirmed Eruption,unknown,-6050,0,Radiocarbon (uncorrected),,-37.28,176.25
282080,Aira,17037,Confirmed Eruption,5,-6050,0,Radiocarbon (uncorrected),,31.593,130.657
241050,Okataina,14498,Confirmed Eruption,5,-6060,0,Radiocarbon (corrected),,-38.12,176.5
300100,Avachinsky,19046,Confirmed Eruption,unknown,-6100,0,Tephrochronology,,53.256,158.836
311310,Makushin,19865,Confirmed Eruption,5,-6100,0,Radiocarbon (uncorrected),,53.891,-166.923
300270,Sheveluch,19523,Confirmed Eruption,3,-6100,0,Tephrochronology,,56.653,161.36
321060,West Crater,20562,Confirmed Eruption,2,-6110,0,Radiocarbon (uncorrected),,45.88,-122.08
341091,"Malinche, La",10499,Confirmed Eruption,unknown,-6120,0,Radiocarbon (uncorrected),,19.231,-98.032
211071,Pantelleria,13856,Confirmed Eruption,unknown,-6130,0,Radiocarbon (uncorrected),,36.77,12.02
360020,"Quill, The",12334,Confirmed Eruption,4,-6140,0,Radiocarbon (uncorrected),,17.478,-62.96
373080,Krafla,12930,Confirmed Eruption,0,-6150,0,Tephrochronology,,65.715,-16.728
300280,Ichinsky,19596,Confirmed Eruption,unknown,-6150,0,Radiocarbon (corrected),,55.678,157.718
313030,Redoubt,20298,Confirmed Eruption,unknown,-6150,0,Varve Count,,60.485,-152.742
300140,Maly Semyachik,19190,Confirmed Eruption,unknown,-6150,0,Radiocarbon (corrected),,54.135,159.674
283230,Akita-Komagatake,18041,Confirmed Eruption,unknown,-6150,0,Tephrochronology,,39.761,140.799
283170,Adatarayama,17903,Confirmed Eruption,3,-6150,0,Radiocarbon (corrected),,37.647,140.281
372030,Katla,12567,Confirmed Eruption,unknown,-6170,0,Tephrochronology,,63.633,-19.083
313030,Redoubt,20297,Confirmed Eruption,unknown,-6190,0,Varve Count,,60.485,-152.742
211060,Etna,13484,Confirmed Eruption,unknown,-6190,0,Radiocarbon (uncorrected),,37.748,14.999
282081,Yonemaru-Sumiyoshiike,17033,Confirmed Eruption,3,-6200,0,Tephrochronology,,31.771,130.592
300270,Sheveluch,19522,Confirmed Eruption,3,-6200,0,Tephrochronology,,56.653,161.36
372030,Katla,12566,Confirmed Eruption,unknown,-6200,0,Tephrochronology,,63.633,-19.083
352020,Guagua Pichincha,11463,Confirmed Eruption,unknown,-6200,0,Radiocarbon (uncorrected),,-0.171,-78.598
383030,Tenerife,13069,Confirmed Eruption,unknown,-6200,0,Radiocarbon (corrected),,28.271,-16.641
302030,Udokan Plateau,19623,Confirmed Eruption,unknown,-6210,0,Radiocarbon (uncorrected),,56.28,117.77
213020,Nemrut Dagi,13877,Confirmed Eruption,unknown,-6213,0,Varve Count,,38.654,42.229
341100,"Orizaba, Pico de",10560,Confirmed Eruption,3,-6220,0,Radiocarbon (uncorrected),,19.03,-97.27
332060,Haleakala,10262,Confirmed Eruption,unknown,-6220,0,Radiocarbon (uncorrected),,20.708,-156.25
360120,Pelee,12387,Confirmed Eruption,4,-6220,0,Radiocarbon (corrected),,14.809,-61.165
372030,Katla,12565,Confirmed Eruption,unknown,-6230,0,Tephrochronology,,63.633,-19.083
213004,Acigol-Nevsehir,13901,Confirmed Eruption,unknown,-6230,0,Radiocarbon (uncorrected),,38.537,34.621
283030,Fujisan,17394,Confirmed Eruption,unknown,-6240,0,Radiocarbon (uncorrected),,35.361,138.728
283271,Towada,18095,Confirmed Eruption,4,-6250,0,Radiocarbon (corrected),,40.51,140.88
300190,Krasheninnikov,19219,Confirmed Eruption,unknown,-6250,0,Radiocarbon (uncorrected),,54.596,160.27
332020,Mauna Loa,10128,Confirmed Eruption,0,-6250,0,Radiocarbon (uncorrected),,19.475,-155.608
321070,Indian Heaven,20564,Confirmed Eruption,unknown,-6250,0,Radiocarbon (uncorrected),,45.93,-121.82
341090,Popocatepetl,10507,Confirmed Eruption,unknown,-6250,0,Tephrochronology,,19.023,-98.622
210020,Chaine des Puys,10007,Confirmed Eruption,unknown,-6250,0,Thermoluminescence,,45.775,2.97
282081,Yonemaru-Sumiyoshiike,17032,Confirmed Eruption,2,-6250,0,Tephrochronology,,31.771,130.592
371060,Grimsnes,12530,Confirmed Eruption,unknown,-6250,0,Radiocarbon (corrected),,64.05,-20.883
390027,Takahe,19973,Confirmed Eruption,unknown,-6250,0,Ar/Ar,,-76.28,-112.08
283120,Kusatsu-Shiranesan,17817,Confirmed Eruption,unknown,-6270,0,Radiocarbon (uncorrected),,36.618,138.528
600000,Unknown Source,13262,Confirmed Eruption,unknown,-6273,0,Ice Core,,0,0
313030,Redoubt,20296,Confirmed Eruption,unknown,-6280,0,Varve Count,,60.485,-152.742
312090,Aniakchak,20180,Confirmed Eruption,6,-6300,0,Tephrochronology,,56.88,-158.17
283240,Iwatesan,18055,Confirmed Eruption,unknown,-6300,0,Radiocarbon (corrected),,39.853,141.001
300123,Bakening,19117,Confirmed Eruption,unknown,-6300,0,Tephrochronology,,53.905,158.07
211010,Campi Flegrei,10023,Confirmed Eruption,unknown,-6300,0,Radiocarbon (uncorrected),,40.827,14.139
352020,Guagua Pichincha,11462,Confirmed Eruption,unknown,-6300,0,Radiocarbon (uncorrected),,-0.171,-78.598
358020,Calbuco,20865,Confirmed Eruption,unknown,-6300,,Tephrochronology,,-41.33,-72.618
311290,Okmok,19833,Confirmed Eruption,4,-6310,0,Radiocarbon (uncorrected),,53.43,-168.13
341091,"Malinche, La",10498,Confirmed Eruption,unknown,-6310,0,Radiocarbon (uncorrected),,19.231,-98.032
290360,Chikurachki,20893,Confirmed Eruption,4,-6310,,Radiocarbon (corrected),,50.324,155.461
341040,Colima,10386,Confirmed Eruption,unknown,-6320,0,Radiocarbon (uncorrected),,19.514,-103.62
600000,Unknown Source,13261,Confirmed Eruption,unknown,-6338,0,Ice Core,,0,0
357122,Lanin,12080,Confirmed Eruption,unknown,-6340,0,Radiocarbon (corrected),,-39.637,-71.502
300270,Sheveluch,19521,Confirmed Eruption,4,-6350,0,Tephrochronology,,56.653,161.36
300190,Krasheninnikov,19218,Confirmed Eruption,unknown,-6350,0,Radiocarbon (uncorrected),,54.596,160.27
283230,Akita-Komagatake,18040,Confirmed Eruption,3,-6350,0,Radiocarbon (corrected),,39.761,140.799
283160,Bandaisan,17888,Confirmed Eruption,unknown,-6350,0,Tephrochronology,,37.601,140.072
211050,Vulcano,13437,Confirmed Eruption,unknown,-6350,0,Potassium-Argon,,38.404,14.962
282080,Aira,17035,Confirmed Eruption,unknown,-6350,0,Radiocarbon (uncorrected),,31.593,130.657
600000,Unknown Source,13260,Confirmed Eruption,unknown,-6360,0,Ice Core,,0,0
372030,Katla,12564,Confirmed Eruption,unknown,-6380,0,Tephrochronology,,63.633,-19.083
300270,Sheveluch,19520,Confirmed Eruption,4,-6380,0,Tephrochronology,,56.653,161.36
600000,Unknown Source,13259,Confirmed Eruption,unknown,-6397,0,Ice Core,,0,0
352020,Guagua Pichincha,11461,Confirmed Eruption,unknown,-6400,0,Radiocarbon (uncorrected),,-0.171,-78.598
300270,Sheveluch,19519,Confirmed Eruption,4,-6400,0,Radiocarbon (corrected),,56.653,161.36
300272,Khangar,19490,Confirmed Eruption,unknown,-6400,0,Radiocarbon (corrected),,54.761,157.407
283110,Asamayama,17670,Confirmed Eruption,unknown,-6400,0,Tephrochronology,,36.406,138.523
300230,Kizimen,19255,Confirmed Eruption,5,-6400,0,Radiocarbon (uncorrected),,55.131,160.32
300023,Kurile Lake,18903,Confirmed Eruption,7,-6440,0,Radiocarbon (corrected),,51.45,157.12
283240,Iwatesan,18054,Confirmed Eruption,unknown,-6450,0,Tephrochronology,,39.853,141.001
284040,Miyakejima,17579,Confirmed Eruption,4,-6450,0,Tephrochronology,,34.094,139.526
306030,Ulreung,19655,Confirmed Eruption,unknown,-6450,0,Radiocarbon (corrected),,37.5,130.87
263040,Perbakti-Gagak,15635,Confirmed Eruption,unknown,-6450,0,Radiocarbon (uncorrected),,-6.75,106.7
360120,Pelee,12386,Confirmed Eruption,unknown,-6450,0,Radiocarbon (uncorrected),,14.809,-61.165
360060,Soufriere Guadeloupe,12350,Confirmed Eruption,unknown,-6450,0,Radiocarbon (corrected),,16.044,-61.664
600000,Unknown Source,13258,Confirmed Eruption,unknown,-6470,0,Ice Core,,0,0
213020,Nemrut Dagi,13876,Confirmed Eruption,unknown,-6471,0,Varve Count,,38.654,42.229
600000,Unknown Source,13257,Confirmed Eruption,unknown,-6476,0,Ice Core,,0,0
341060,Michoacan-Guanajuato,10480,Confirmed Eruption,3,-6480,0,Radiocarbon (uncorrected),,19.85,-101.75
211010,Campi Flegrei,10022,Confirmed Eruption,3,-6490,0,Tephrochronology,,40.827,14.139
300270,Sheveluch,19518,Confirmed Eruption,3,-6500,0,Tephrochronology,,56.653,161.36
373080,Krafla,12929,Confirmed Eruption,unknown,-6500,0,Tephrochronology,,65.715,-16.728
341120,"Chichon, El",10598,Confirmed Eruption,unknown,-6510,0,Radiocarbon (corrected),,17.36,-93.228
351011,Romeral,11257,Confirmed Eruption,4,-6510,,Radiocarbon (uncorrected),,5.203,-75.363
320060,Edziza,20427,Confirmed Eruption,unknown,-6520,0,Radiocarbon (uncorrected),,57.72,-130.63
323150,Mammoth Mountain,20678,Confirmed Eruption,2,-6540,0,Radiocarbon (uncorrected),,37.631,-119.032
332020,Mauna Loa,10127,Confirmed Eruption,0,-6550,0,Radiocarbon (uncorrected),,19.475,-155.608
312130,Ugashik-Peulik,20200,Confirmed Eruption,unknown,-6550,0,Radiocarbon (uncorrected),,57.751,-156.368
284010,Izu-Oshima,18143,Confirmed Eruption,unknown,-6550,0,Tephrochronology,,34.724,139.394
283050,Hakusan,17460,Confirmed Eruption,unknown,-6550,0,Radiocarbon (corrected),,36.155,136.771
283120,Kusatsu-Shiranesan,17816,Confirmed Eruption,3,-6550,0,Radiocarbon (corrected),,36.618,138.528
300122,Kostakan,19110,Confirmed Eruption,3,-6550,0,Tephrochronology,,53.83,158.05
300190,Krasheninnikov,19217,Confirmed Eruption,unknown,-6550,0,Radiocarbon (uncorrected),,54.596,160.27
300123,Bakening,19116,Confirmed Eruption,3,-6550,0,Tephrochronology,,53.905,158.07
285030,Toya,18589,Confirmed Eruption,unknown,-6550,0,Radiocarbon (corrected),,42.544,140.839
210020,Chaine des Puys,10006,Confirmed Eruption,unknown,-6550,0,Radiocarbon (uncorrected),,45.775,2.97
211050,Vulcano,13436,Confirmed Eruption,unknown,-6550,0,Potassium-Argon,,38.404,14.962
222051,Emuruangogolak,13976,Confirmed Eruption,unknown,-6550,0,Tephrochronology,,1.5,36.33
222040,Namarunu,13974,Confirmed Eruption,unknown,-6550,0,Tephrochronology,,1.98,36.43
383030,Tenerife,13068,Confirmed Eruption,unknown,-6550,0,Tephrochronology,,28.271,-16.641
600000,Unknown Source,13256,Confirmed Eruption,unknown,-6555,0,Ice Core,,0,0
245010,Taveuni,14818,Confirmed Eruption,2,-6560,0,Radiocarbon (corrected),,-16.82,-179.97
283030,Fujisan,17393,Confirmed Eruption,unknown,-6580,0,Radiocarbon (uncorrected),,35.361,138.728
263200,Dieng Volcanic Complex,15766,Confirmed Eruption,0,-6590,0,Radiocarbon (uncorrected),,-7.2,109.879
300130,Karymsky,19138,Confirmed Eruption,6,-6600,0,Radiocarbon (corrected),,54.049,159.443
300270,Sheveluch,19517,Confirmed Eruption,4,-6600,0,Tephrochronology,,56.653,161.36
354006,Sabancaya,11742,Confirmed Eruption,unknown,-6600,0,Tephrochronology,,-15.787,-71.857
360120,Pelee,12385,Confirmed Eruption,4,-6610,0,Radiocarbon (corrected),,14.809,-61.165
600000,Unknown Source,13255,Confirmed Eruption,unknown,-6614,0,Ice Core,,0,0
358050,Corcovado,12301,Confirmed Eruption,unknown,-6640,0,Tephrochronology,,-43.189,-72.794
358049,Yanteles,12276,Confirmed Eruption,unknown,-6650,0,Tephrochronology,,-43.497,-72.81
352020,Guagua Pichincha,11460,Confirmed Eruption,unknown,-6650,0,Radiocarbon (uncorrected),,-0.171,-78.598
352001,Soche,11389,Confirmed Eruption,5,-6650,0,Radiocarbon (uncorrected),,0.552,-77.58
373030,Bardarbunga,12845,Confirmed Eruption,unknown,-6650,0,Radiocarbon (corrected),,64.633,-17.516
311310,Makushin,19864,Confirmed Eruption,unknown,-6650,0,Radiocarbon (uncorrected),,53.891,-166.923
332020,Mauna Loa,10126,Confirmed Eruption,0,-6650,0,Radiocarbon (uncorrected),,19.475,-155.608
323010,Shasta,20623,Confirmed Eruption,unknown,-6650,0,Tephrochronology,,41.409,-122.193
283170,Adatarayama,17902,Confirmed Eruption,3,-6650,0,Radiocarbon (corrected),,37.647,140.281
284010,Izu-Oshima,18142,Confirmed Eruption,unknown,-6650,0,Tephrochronology,,34.724,139.394
211010,Campi Flegrei,10021,Confirmed Eruption,4,-6650,0,Radiocarbon (uncorrected),,40.827,14.139
358041,Chaiten,20854,Confirmed Eruption,unknown,-6650,,Tephrochronology,,-42.833,-72.646
351020,"Ruiz, Nevado del",11270,Confirmed Eruption,unknown,-6660,0,Tephrochronology,,4.892,-75.324
285011,Esan,18546,Confirmed Eruption,3,-6670,0,Radiocarbon (corrected),,41.805,141.166
300261,Ushkovsky,19391,Confirmed Eruption,unknown,-6670,0,Radiocarbon (uncorrected),,56.113,160.509
357120,Villarrica,12089,Confirmed Eruption,4,-6690,0,Radiocarbon (uncorrected),,-39.42,-71.93
332060,Haleakala,10261,Confirmed Eruption,unknown,-6700,0,Radiocarbon (uncorrected),,20.708,-156.25
341100,"Orizaba, Pico de",10559,Confirmed Eruption,5,-6710,0,Radiocarbon (uncorrected),,19.03,-97.27
341091,"Malinche, La",10497,Confirmed Eruption,unknown,-6710,0,Radiocarbon (uncorrected),,19.231,-98.032
382050,Terceira,12998,Confirmed Eruption,unknown,-6720,0,Radiocarbon (uncorrected),,38.73,-27.32
600000,Unknown Source,13254,Confirmed Eruption,unknown,-6721,0,Ice Core,,0,0
390030,Deception Island,13166,Confirmed Eruption,unknown,-6750,0,Radiocarbon (uncorrected),,-63.001,-60.652
382090,Agua de Pau,13024,Confirmed Eruption,unknown,-6750,0,Radiocarbon (uncorrected),,37.77,-25.47
323120,Mono-Inyo Craters,20663,Confirmed Eruption,unknown,-6750,0,Hydration Rind,,37.804,-119.029
213002,Hasan Dagi,13898,Uncertain Eruption,unknown,-6750,0,,,38.13,34.17
282043,Kuchinoshima,16948,Confirmed Eruption,unknown,-6750,0,Radiocarbon (corrected),,29.968,129.926
332060,Haleakala,10260,Confirmed Eruption,unknown,-6760,0,Radiocarbon (uncorrected),,20.708,-156.25
358020,Calbuco,12239,Confirmed Eruption,5,-6760,0,Tephrochronology,,-41.33,-72.618
600000,Unknown Source,13253,Confirmed Eruption,unknown,-6766,0,Ice Core,,0,0
373090,Theistareykir,12955,Confirmed Eruption,0,-6800,0,Tephrochronology,,65.833,-17.166
373080,Krafla,12928,Confirmed Eruption,2,-6800,0,Tephrochronology,,65.715,-16.728
300270,Sheveluch,19516,Confirmed Eruption,5,-6800,0,Tephrochronology,,56.653,161.36
300150,Bolshoi Semiachik,17641,Confirmed Eruption,unknown,-6800,0,Radiocarbon (uncorrected),,54.32,160.02
332040,Hualalai,10235,Confirmed Eruption,0,-6820,0,Radiocarbon (uncorrected),,19.692,-155.87
357090,Copahue,11999,Confirmed Eruption,unknown,-6820,0,Radiocarbon (uncorrected),,-37.856,-71.183
320090,Iskut-Unuk River Cones,20432,Confirmed Eruption,unknown,-6830,0,Radiocarbon (uncorrected),,56.58,-130.55
283001,Abu,17369,Confirmed Eruption,unknown,-6850,0,Thermoluminescence,,34.5,131.6
354020,Ubinas,11776,Confirmed Eruption,unknown,-6850,0,Radiocarbon (corrected),,-16.355,-70.903
373080,Krafla,12927,Confirmed Eruption,2,-6850,0,Tephrochronology,,65.715,-16.728
383030,Tenerife,13067,Confirmed Eruption,unknown,-6850,0,Tephrochronology,,28.271,-16.641
357110,Llaima,12021,Confirmed Eruption,5,-6880,0,Radiocarbon (uncorrected),,-38.692,-71.729
213010,Erciyes Dagi,13905,Confirmed Eruption,unknown,-6880,0,Radiocarbon (corrected),,38.531,35.447
341091,"Malinche, La",10496,Confirmed Eruption,unknown,-6890,0,Radiocarbon (uncorrected),,19.231,-98.032
357041,Infiernillo,11925,Confirmed Eruption,unknown,-6890,0,Radiocarbon (uncorrected),,-35.123,-69.9
357070,"Chillan, Nevados de",11963,Confirmed Eruption,unknown,-6890,0,Radiocarbon (uncorrected),,-36.868,-71.378
352021,Atacazo,11450,Confirmed Eruption,4,-6910,0,Radiocarbon (uncorrected),,-0.353,-78.617
331010,Endeavour Segment,20708,Confirmed Eruption,0,-6930,0,Uranium-series,,47.95,-129.1
211020,Vesuvius,10042,Confirmed Eruption,5,-6940,0,Radiocarbon (corrected),,40.821,14.426
255030,Loloru,15140,Confirmed Eruption,unknown,-6950,0,Radiocarbon (uncorrected),,-6.52,155.62
300280,Ichinsky,19595,Confirmed Eruption,unknown,-6950,0,Tephrochronology,,55.678,157.718
300140,Maly Semyachik,19189,Confirmed Eruption,unknown,-6950,0,Radiocarbon (uncorrected),,54.135,159.674
285040,Shikotsu,18604,Confirmed Eruption,5,-6950,0,Radiocarbon (uncorrected),,42.688,141.38
371070,Prestahnukur,12541,Confirmed Eruption,0,-6950,0,Radiocarbon (corrected),,64.583,-20.666
373080,Krafla,12926,Confirmed Eruption,0,-6950,0,Tephrochronology,,65.715,-16.728
600000,Unknown Source,13252,Confirmed Eruption,unknown,-6955,0,Ice Core,,0,0
352020,Guagua Pichincha,11459,Confirmed Eruption,unknown,-7000,0,Radiocarbon (uncorrected),,-0.171,-78.598
300270,Sheveluch,19515,Confirmed Eruption,3,-7000,0,Tephrochronology,,56.653,161.36
241030,Taranaki [Egmont],14423,Confirmed Eruption,unknown,-7000,0,Radiocarbon (uncorrected),,-39.3,174.07
210020,Chaine des Puys,10005,Confirmed Eruption,unknown,-7020,0,Radiocarbon (uncorrected),,45.775,2.97
273083,Pinatubo,16863,Confirmed Eruption,unknown,-7030,0,Radiocarbon (corrected),,15.13,120.35
341100,"Orizaba, Pico de",10558,Confirmed Eruption,4,-7030,0,Radiocarbon (uncorrected),,19.03,-97.27
321040,Adams,20503,Confirmed Eruption,2,-7050,0,Tephrochronology,,46.206,-121.49
332000,Loihi,20725,Confirmed Eruption,0,-7050,0,Potassium-Argon,,18.92,-155.27
300520,Sedankinsky,19610,Confirmed Eruption,unknown,-7050,0,Radiocarbon (uncorrected),,57.27,160.08
320080,Hoodoo Mountain,20431,Confirmed Eruption,0,-7050,0,Tephrochronology,,56.78,-131.28
311360,Shishaldin,20054,Confirmed Eruption,unknown,-7050,0,Radiocarbon (uncorrected),,54.756,-163.97
290320,Nemo Peak,17625,Confirmed Eruption,unknown,-7050,0,Tephrochronology,,49.57,154.808
285070,Akan,18669,Confirmed Eruption,4,-7050,0,Radiocarbon (uncorrected),,43.384,144.013
300250,Bezymianny,19324,Confirmed Eruption,unknown,-7050,0,Tephrochronology,,55.972,160.595
300040,Zheltovsky,18915,Confirmed Eruption,5,-7050,0,Tephrochronology,,51.577,157.328
283050,Hakusan,17459,Confirmed Eruption,unknown,-7050,0,Tephrochronology,,36.155,136.771
283262,Megata,18072,Confirmed Eruption,unknown,-7050,0,Tephrochronology,,39.95,139.73
282090,Kirishimayama,17090,Confirmed Eruption,3,-7050,0,Tephrochronology,,31.934,130.862
211071,Pantelleria,13855,Confirmed Eruption,unknown,-7050,0,Potassium-Argon,,36.77,12.02
222052,Silali,13983,Confirmed Eruption,unknown,-7050,0,Ar/Ar,,1.15,36.23
241061,Maroa,14528,Confirmed Eruption,unknown,-7050,0,Tephrochronology,,-38.42,176.08
351080,Galeras,11342,Confirmed Eruption,unknown,-7050,0,Tephrochronology,,1.22,-77.37
370030,Ljosufjoll,12479,Confirmed Eruption,2,-7050,0,Tephrochronology,,64.9,-22.483
360120,Pelee,12384,Confirmed Eruption,unknown,-7050,0,Uranium-series,,14.809,-61.165
